subject,label_original,label_binary,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_median,bvp_range,bvp_q25,bvp_q75,bvp_skew,bvp_kurtosis,bvp_energy,eda_mean,eda_std,eda_min,eda_max,eda_median,eda_range,eda_q25,eda_q75,eda_skew,eda_kurtosis,eda_energy,temp_mean,temp_std,temp_min,temp_max,temp_median,temp_range,temp_q25,temp_q75,temp_skew,temp_kurtosis,temp_energy,acc_mean,acc_std,acc_min,acc_max,acc_median,acc_range,acc_q25,acc_q75,acc_skew,acc_kurtosis,acc_energy
S4,1,0,-0.0023449098,0.4547644,-1.2245632,0.68449605,0.12002686,1.9090593,-0.35598418,0.37893432,-0.6341827,-0.755502,0.20681615,-0.4922915,0.002550396,-0.50323737,-0.488396,-0.492106,0.014841378,-0.49396098,-0.49025103,-2.1102464,6.7142544,0.24235748,0.8606262,0.026883066,0.76915133,0.9107898,0.87538016,0.14163846,0.8399706,0.87538016,-0.96857727,2.457325,0.7414001,-0.031177001,0.09717079,-0.4446891,0.50081664,-0.04986768,0.94550574,-0.04986768,-0.04986768,0.6247177,5.25148,0.010414168
S4,1,0,0.0043427926,0.5185964,-1.964299,1.7136593,0.13315865,3.6779583,-0.37825546,0.39467272,-0.49509066,0.47729754,0.26896107,-0.49677494,0.0061296388,-0.5143687,-0.49025103,-0.49396098,0.024117678,-0.50323737,-0.492106,-0.83342427,-0.5671761,0.24682291,0.8688885,0.0151499845,0.8399706,0.9107898,0.87538016,0.0708192,0.87538016,0.87538016,-0.97665644,0.65654635,0.7551967,-0.044409554,0.47548902,-3.5111005,2.9758878,-0.04986768,6.486988,-0.0741689,-0.0075644194,-0.67937815,16.875854,0.228062
S4,1,0,0.0027619465,0.66617393,-3.3656394,1.7639428,0.10220985,5.1295824,-0.37343827,0.42440075,-0.90152663,2.6774406,0.44379532,-0.50193864,0.0050159846,-0.51622367,-0.49025103,-0.50323737,0.025972635,-0.5050923,-0.50138235,0.3822722,0.5259516,0.2519676,0.87656045,0.01706369,0.8399706,0.9107898,0.87538016,0.0708192,0.87538016,0.87538016,0.09003245,1.2731843,0.7686495,-0.069602765,0.7900166,-6.835174,5.2548714,-0.04986768,12.090046,-0.2601691,0.1064743,-0.65676665,18.028305,0.62897074
S4,1,0,-0.009138535,0.63626546,-3.3656394,1.7639428,0.089408,5.1295824,-0.38251173,0.42430177,-0.9708831,2.948059,0.4049172,-0.5037166,0.0024831544,-0.51622367,-0.4995274,-0.50323737,0.016696274,-0.5050923,-0.50138235,-1.7528816,5.2551003,0.25373662,0.8883637,0.02583258,0.8399706,0.9461994,0.87538016,0.10622883,0.87538016,0.9107898,0.85487145,0.29180956,0.78985745,-0.07950266,0.6573982,-6.835174,5.2548714,-0.092256926,12.090046,-0.2601691,0.05696777,-0.9060186,35.513058,0.43849307
S4,1,0,0.00061840715,0.4631429,-1.2141371,0.99926317,0.11428583,2.2134004,-0.3396849,0.36382288,-0.5519978,-0.6136055,0.21450172,-0.5036084,0.0020961163,-0.51065874,-0.4995274,-0.50323737,0.011131346,-0.5050923,-0.50138235,-0.8849856,1.2273345,0.2536258,0.8995767,0.027800253,0.8399706,0.9461994,0.9107898,0.10622883,0.87538016,0.9107898,0.20800273,-0.7279043,0.8100112,-0.0766676,0.21272565,-1.8515704,1.2520281,-0.04986768,3.1035986,-0.16727218,0.0073457663,-0.4780101,8.754887,0.051130127
S4,1,0,0.003096359,0.44963354,-1.185102,1.0318617,0.106631115,2.2169638,-0.33595654,0.36408687,-0.5357511,-0.7031348,0.20217991,-0.50388664,0.002541975,-0.5180787,-0.4995274,-0.50323737,0.01855129,-0.5050923,-0.50323737,-2.2882118,8.764202,0.25390825,0.9172815,0.025445428,0.8399706,0.9461994,0.9107898,0.10622883,0.9107898,0.9461994,-0.55740356,-0.0133423805,0.8420528,-0.08672581,0.19343273,-0.92775184,0.6073253,-0.092256926,1.5350771,-0.2199455,0.019762322,-0.08793423,1.429307,0.044937592
S4,1,0,-0.0029278798,0.47331616,-1.5337874,1.0318617,0.1239862,2.565649,-0.34661376,0.3739852,-0.66529727,-0.3699932,0.22403678,-0.5051851,0.0026220193,-0.5180787,-0.50138235,-0.5050923,0.016696334,-0.5050923,-0.50323737,-2.2142577,6.5545425,0.25521898,0.93675685,0.015658727,0.9107898,0.9461994,0.9461994,0.03540963,0.9107898,0.9461994,-1.0552901,-0.88636327,0.87775856,-0.0998498,0.24808027,-1.2238206,2.5988436,-0.13473216,3.8226643,-0.2199455,0.01727852,1.6270697,17.3896,0.07151381
S4,1,0,0.0064956816,0.48652545,-1.5337874,0.7255412,0.14015348,2.2593286,-0.3230557,0.40509897,-0.7996059,-0.28188825,0.2367492,-0.5064685,0.002618283,-0.5180787,-0.50138235,-0.5050923,0.016696334,-0.50694734,-0.5050923,-1.584007,4.2485085,0.25651714,0.9438388,0.018132435,0.9107898,0.98160905,0.9461994,0.07081926,0.9461994,0.9461994,-0.103709854,0.72220683,0.8911604,-0.08881944,0.21893308,-1.2238206,2.5988436,-0.08976084,3.8226643,-0.15975936,0.01727852,2.0962994,28.985134,0.05582059
S4,1,0,0.0018266876,0.49244344,-1.2050307,1.4696321,0.11679341,2.6746628,-0.3517939,0.40879434,-0.5323077,-0.4365313,0.2425039,-0.50742704,0.0025063877,-0.5180787,-0.50323737,-0.50694734,0.014841318,-0.5088038,-0.50694734,-1.8560045,5.022518,0.25748846,0.9585928,0.024680944,0.9107898,0.9993105,0.9461994,0.088520706,0.9461994,0.98160905,-0.41494656,-0.76860213,0.91950905,-0.08985408,0.12885979,-0.68734384,0.4205832,-0.08976084,1.1079271,-0.14223762,0.0123133715,-0.22882494,2.0204024,0.0246786
S4,1,0,-0.0010981341,0.49144766,-1.2050307,1.4696321,0.08591059,2.6746628,-0.3730753,0.40348223,-0.41252542,-0.57497,0.241522,-0.5073033,0.0020507232,-0.51622367,-0.5050923,-0.50694734,0.011131346,-0.5088038,-0.50694734,-2.0600414,6.146282,0.25736085,0.97393674,0.017516444,0.9461994,0.9993105,0.98160905,0.053111076,0.9461994,0.98160905,-0.7016455,-0.85973096,0.9488594,-0.115313314,0.14910766,-0.68734384,0.6266356,-0.08976084,1.3139794,-0.2224588,0.0073457663,0.18911135,1.8101401,0.035530254
S4,1,0,0.0071513085,0.48760307,-1.2105737,0.9802583,0.10399155,2.190832,-0.35750192,0.42440075,-0.50612354,-0.807744,0.23780788,-0.50734967,0.0022747316,-0.51993513,-0.50323737,-0.50694734,0.016697764,-0.5088038,-0.50694734,-2.484752,9.592387,0.2574089,0.9727561,0.019793833,0.9461994,0.9993105,0.98160905,0.053111076,0.9461994,0.98160905,-0.3578812,-1.3600641,0.94664615,-0.123624004,0.1757884,-0.8033111,0.67242503,-0.08976084,1.4757361,-0.19233869,-0.029951194,0.10913601,1.7495232,0.046184454
S4,1,0,-0.003123922,0.4684152,-1.4315045,0.9802583,0.12194054,2.4117627,-0.35621515,0.39731228,-0.583514,-0.64627385,0.21942258,-0.5077208,0.0025415295,-0.51993513,-0.50323737,-0.50694734,0.016697764,-0.5088038,-0.50694734,-2.3138561,7.349704,0.25778687,0.9768868,0.02066295,0.9461994,0.9993105,0.98160905,0.053111076,0.9461994,0.9993105,-0.53972745,-1.2044023,0.9547346,-0.11013331,0.17220342,-0.8033111,0.67242503,-0.08976084,1.4757361,-0.19233869,0.0123133715,-0.266177,0.95800424,0.041783355
S4,1,0,-0.012935237,0.4800839,-1.4315045,0.7343837,0.13203685,2.1658883,-0.38049906,0.37837344,-0.65235734,-0.6554675,0.23064788,-0.50781363,0.0022075302,-0.5180787,-0.5050923,-0.50694734,0.012986362,-0.5088038,-0.50694734,-1.9485751,5.882066,0.25787956,0.98839414,0.014122493,0.9461994,0.9993105,0.9993105,0.053111076,0.98160905,0.9993105,-1.5856582,2.519112,0.9771223,-0.09581704,0.14703415,-0.64627266,0.41083714,-0.08976084,1.0571098,-0.19233869,0.0123133715,-0.5442492,0.5727112,0.030799944
S4,1,0,0.0013967295,0.47613552,-1.3292217,0.7343837,0.1507777,2.0636053,-0.35865676,0.38616014,-0.6634354,-0.69864535,0.22670698,-0.5077827,0.0018061884,-0.51622367,-0.5050923,-0.50694734,0.011131346,-0.5088038,-0.50694734,-1.6035521,4.4515247,0.2578465,0.99636036,0.01030536,0.98160905,1.0524216,0.9993105,0.07081252,0.9993105,0.9993105,2.0656772,12.511181,0.99284005,-0.11014979,0.14508975,-0.64627266,0.46681485,-0.13473216,1.1130875,-0.19233869,-0.032439295,-0.0313386,1.4445705,0.03318401
S4,1,0,0.0027640045,0.43564066,-1.3905914,1.0799016,0.09132168,2.4704928,-0.31355333,0.35059214,-0.5065561,-0.4550283,0.18979043,-0.5118488,0.0059773237,-0.53292143,-0.5050923,-0.5088038,0.02782911,-0.5166874,-0.50694734,-1.0449419,0.2687614,0.26202497,1.0119983,0.023551285,0.98160905,1.0524216,0.9993105,0.07081252,0.9993105,1.0125883,1.0804577,-0.67748785,1.024695,-0.14004117,0.30923694,-2.2372599,2.829729,-0.13473216,5.066989,-0.1998638,-0.08976084,1.8063494,21.831436,0.115239
S4,1,0,0.0034115205,0.4479756,-1.3905914,1.9909446,0.06624589,3.381536,-0.30098242,0.2776414,0.30576587,1.7900186,0.20069379,-0.5182494,0.00544588,-0.53292143,-0.5050923,-0.5190069,0.02782911,-0.5217901,-0.51622367,0.40435,-0.04714918,0.2686121,1.0356033,0.030394578,0.9993105,1.0878311,1.0524216,0.088520646,0.9993105,1.0524216,-0.057709,-1.3005067,1.073398,-0.15951343,0.459161,-3.2560267,3.6005654,-0.18983032,6.856592,-0.32065007,-0.012536938,1.3357191,16.85664,0.23627335
S4,1,0,0.0069030216,0.4761431,-1.4000938,1.9909446,0.08505273,3.3910384,-0.3171167,0.33056447,0.10192624,1.2736754,0.22675991,-0.5180327,0.0037981316,-0.5273551,-0.51065874,-0.51622367,0.016696334,-0.51993513,-0.5143687,-0.7272534,-0.5236738,0.26837242,1.0600942,0.028977057,0.9993105,1.0878311,1.0524216,0.088520646,1.0524216,1.0878311,-0.8735883,-0.06650519,1.1246392,-0.12603824,0.4313048,-3.2560267,3.6005654,-0.104741044,6.856592,-0.31055763,0.029690161,0.7982727,17.215128,0.20190947
S4,1,0,-0.0080699995,0.5070788,-1.4080125,1.2358994,0.09277343,2.6439118,-0.3766717,0.39734527,-0.48109415,-0.5199449,0.25719407,-0.5152189,0.0023453266,-0.52550006,-0.51065874,-0.5143687,0.014841318,-0.51622367,-0.5143687,-1.8635908,5.3202324,0.2654561,1.0710118,0.019774549,0.9993105,1.0878311,1.0878311,0.088520646,1.0524216,1.0878311,-0.8161412,0.50724816,1.1474571,-0.112499975,0.28213215,-1.6805406,1.7137231,-0.06980443,3.3942637,-0.31055763,-0.0025943576,0.057589766,7.0336304,0.092254795
S4,1,0,-0.005373045,0.53129816,-1.4080125,1.2815638,0.103595614,2.6895761,-0.40679565,0.4269083,-0.47698668,-0.6645837,0.28230664,-0.51512617,0.0025289166,-0.52550006,-0.51065874,-0.5143687,0.014841318,-0.51622367,-0.5143687,-1.8613586,5.2083826,0.26536143,1.0813394,0.02374616,1.0524216,1.1232408,1.0878311,0.07081926,1.0524216,1.0878311,0.23269606,-0.80977535,1.1698588,-0.1408376,0.2121802,-1.3058267,1.2824824,-0.16727218,2.588309,-0.31055763,-0.0025943576,0.20170394,6.8108253,0.064855665
S4,1,0,0.0032857317,0.52365196,-1.3572011,1.2815638,0.13362059,2.6387649,-0.39026543,0.42416978,-0.54619503,-0.6232867,0.2742222,-0.5144924,0.0023310177,-0.52550006,-0.51065874,-0.5143687,0.014841318,-0.51622367,-0.51251376,-1.4625233,4.4101515,0.2647079,1.0972737,0.022270266,1.0524216,1.1232408,1.0878311,0.07081926,1.0878311,1.1232408,-0.27630627,-0.65977335,1.2045057,-0.15107651,0.19599792,-1.3058267,1.2824824,-0.2224588,2.588309,-0.2601691,0.014794717,0.32929346,5.92778,0.0612393
S4,1,0,0.0040029488,0.50729394,-1.2603292,1.0066539,0.15942225,2.266983,-0.37693566,0.4161851,-0.60617256,-0.7062237,0.25736317,-0.5132558,0.0022261606,-0.5236451,-0.51065874,-0.51251376,0.012986362,-0.5143687,-0.51251376,-1.9147953,5.8270645,0.26343644,1.1025851,0.021724017,1.0524216,1.1232408,1.0878311,0.07081926,1.0878311,1.1232408,-0.546315,-0.61381817,1.2161659,-0.14281546,0.16058388,-0.7027675,0.57591295,-0.12973017,1.2786804,-0.2601691,-0.0025943576,0.08888778,0.06809211,0.046183433
S4,1,0,-0.0055664056,0.50891924,-1.3267142,1.0098213,0.14827012,2.3365355,-0.40643272,0.41305062,-0.59272265,-0.7671809,0.25902975,-0.5126684,0.0021895776,-0.5236451,-0.5088038,-0.51251376,0.014841318,-0.5143687,-0.51065874,-1.8764147,5.975443,0.26283365,1.109077,0.019608987,1.0524216,1.1232408,1.1232408,0.07081926,1.0878311,1.1232408,-0.9892578,-0.045377016,1.2304362,-0.11851419,0.15395926,-0.7027675,0.6266356,-0.08477113,1.3294032,-0.2224588,-0.0025943576,-0.22538865,0.8949678,0.037749063
S4,1,0,-0.0011085793,0.5042171,-1.3267142,1.0098213,0.14846808,2.3365355,-0.39712828,0.42489567,-0.62508094,-0.77645564,0.2542361,-0.5129002,0.0022066906,-0.5217901,-0.5088038,-0.51251376,0.012986302,-0.5143687,-0.51065874,-1.5541993,4.0493817,0.2630715,1.1132082,0.018389937,1.0878311,1.1586504,1.1232408,0.07081926,1.0878311,1.1232408,-0.22363539,-0.5513637,1.2395704,-0.12419497,0.1689592,-0.9069577,0.6266356,-0.08477113,1.5335933,-0.2677188,-0.0025943576,-0.3463978,0.79457474,0.043971602
S4,1,0,0.0022325213,0.4748679,-1.2092539,0.7888905,0.12622982,1.9981444,-0.35733694,0.4059568,-0.6375019,-0.7116835,0.22550453,-0.51387405,0.0023063326,-0.5236451,-0.51065874,-0.5143687,0.012986362,-0.5143687,-0.51251376,-1.8162125,4.986804,0.26407194,1.1214702,0.023687432,1.0878311,1.1586504,1.1232408,0.07081926,1.1143885,1.1232408,0.057632912,-0.7692025,1.2582568,-0.12279795,0.16397643,-0.9069577,0.3913328,-0.039905444,1.2982905,-0.2601691,-0.039905444,-0.53651595,0.625154,0.041967608
S4,1,0,-0.004519588,0.47126576,-1.280126,0.7888905,0.118971035,2.0690165,-0.35047412,0.38612714,-0.63124126,-0.63856745,0.22211185,-0.5142451,0.0022433358,-0.5236451,-0.51065874,-0.5143687,0.012986362,-0.5143687,-0.51251376,-2.1643393,6.0977745,0.26445308,1.1244212,0.02501055,1.0878311,1.1586504,1.1232408,0.07081926,1.1232408,1.1586504,-0.04710565,-0.99555874,1.2649482,-0.11585854,0.17028782,-1.3058267,0.5396092,-0.06980443,1.8454359,-0.2601691,-0.039905444,-0.86062485,3.3932452,0.042421147
S4,1,0,0.0048414897,0.4818821,-1.280126,0.7845352,0.15229544,2.0646613,-0.35473043,0.41067502,-0.6727418,-0.6794107,0.2322338,-0.51361126,0.0019821483,-0.5236451,-0.51065874,-0.51251376,0.012986362,-0.5143687,-0.51251376,-2.0569406,7.235094,0.2638005,1.1161588,0.024015985,1.0524216,1.1586504,1.1232408,0.10622883,1.0878311,1.1232408,-0.051282965,-0.2816689,1.2463874,-0.14531912,0.16544601,-1.3058267,0.5396092,-0.1998638,1.8454359,-0.2224588,-0.06980443,-0.27087498,3.7416196,0.04849003
S4,1,0,0.0029741402,0.4887559,-1.2371012,0.7523326,0.15051374,1.9894338,-0.3654866,0.41176385,-0.698263,-0.7062807,0.23889118,-0.51314753,0.0020391948,-0.5217901,-0.5088038,-0.51251376,0.012986302,-0.5143687,-0.51251376,-1.742322,5.2245913,0.2633246,1.1214702,0.026200728,1.0524216,1.1586504,1.1232408,0.10622883,1.1232408,1.1232408,-0.41407192,0.029890299,1.2583822,-0.14436282,0.13532877,-0.7104842,0.35471207,-0.1998638,1.0651963,-0.1998638,-0.10224373,0.47197303,2.1302629,0.039154496
S4,1,0,0.0015825991,0.49042034,-1.2371012,0.7523326,0.15328528,1.9894338,-0.3851843,0.4143044,-0.6441457,-0.806576,0.24051459,-0.51347214,0.0021817007,-0.5236451,-0.5088038,-0.51251376,0.014841318,-0.5143687,-0.51251376,-1.8664881,5.937351,0.26365846,1.1320931,0.024723414,1.0524216,1.1586504,1.1232408,0.10622883,1.1232408,1.1586504,-0.6793777,0.3431852,1.2822462,-0.13014936,0.12586512,-0.7104842,0.38157448,-0.10224373,1.0920587,-0.1998638,-0.10224373,0.21935695,3.3985443,0.032780886
S4,1,0,-0.0035417834,0.4648175,-1.1478842,0.70244503,0.113691926,1.8503293,-0.37957522,0.39259407,-0.56061,-0.8841605,0.21606784,-0.51421416,0.0023414795,-0.5236451,-0.51065874,-0.5143687,0.012986362,-0.5143687,-0.51251376,-2.1467493,6.3694706,0.2644217,1.1362242,0.021409066,1.0878311,1.1940601,1.1232408,0.10622895,1.1232408,1.1586504,0.5215157,0.12802267,1.291464,-0.12376941,0.10544026,-0.533751,0.38157448,-0.10224373,0.9153255,-0.1998638,-0.10224373,0.22324137,3.523538,0.026436515
S4,1,0,-0.008217922,0.46005517,-1.1478842,0.70244503,0.113823906,1.8503293,-0.36212116,0.3905484,-0.6102708,-0.81178546,0.21171829,-0.51427597,0.0023201443,-0.5236451,-0.51065874,-0.5143687,0.012986362,-0.5143687,-0.51251376,-1.8585255,5.3281403,0.2644852,1.135044,0.021114208,1.0878311,1.1940601,1.1232408,0.10622895,1.1232408,1.1586504,0.6638381,0.3984549,1.2887708,-0.11567585,0.10453579,-0.50571793,0.3351561,-0.10224373,0.8408741,-0.1998638,-0.10224373,0.041937537,3.267768,0.024308631
S4,1,0,0.0056717824,0.47288653,-1.1415492,0.8497322,0.15500098,1.9912815,-0.36228615,0.40668267,-0.64784884,-0.81367946,0.22365387,-0.51426053,0.0020782219,-0.5236451,-0.51065874,-0.5143687,0.012986362,-0.5143687,-0.51251376,-1.680346,5.1195087,0.26446828,1.1309128,0.021530736,1.0878311,1.1586504,1.1232408,0.07081926,1.1232408,1.1586504,-0.15044633,-0.515342,1.2794274,-0.089768596,0.11286493,-0.50571793,0.3351561,-0.10224373,0.8408741,-0.12973017,-0.027461864,-0.41363817,1.8846941,0.020796891
S4,1,0,0.0014767438,0.4787524,-1.1943403,1.4898247,0.13098103,2.684165,-0.3697759,0.38206884,-0.40757447,-0.49817324,0.22920603,-0.51376593,0.0024560618,-0.5236451,-0.5088038,-0.5134412,0.014841318,-0.5143687,-0.51251376,-1.5166297,3.6778207,0.26396146,1.1238309,0.022849197,1.0878311,1.1586504,1.1232408,0.07081926,1.1232408,1.1232408,-0.0154709425,-0.59920144,1.263518,-0.083151266,0.14664255,-0.74137944,0.6049103,-0.027461864,1.3462898,-0.12973017,-0.027461864,-0.6055352,2.3782592,0.028418172
S4,1,0,-0.0067661675,0.5032804,-1.3656477,1.4898247,0.11989488,2.8554723,-0.39076036,0.39048243,-0.43975034,-0.44391727,0.2533369,-0.5130239,0.0025342274,-0.5217901,-0.5088038,-0.51251376,0.012986302,-0.5143687,-0.51251376,-1.7322849,3.788311,0.26319999,1.1191096,0.019493181,1.0878311,1.1586504,1.1232408,0.07081926,1.1232408,1.1232408,-0.05399892,0.13064742,1.2527865,-0.13167816,0.16967529,-0.74137944,0.6049103,-0.1998638,1.3462898,-0.2501049,-0.027461864,0.092471294,1.0671644,0.046128843
S4,1,0,0.0046415282,0.48033977,-1.3656477,1.0029585,0.112768084,2.368606,-0.3404768,0.41060904,-0.644858,-0.5424125,0.23074786,-0.5135031,0.0024416288,-0.5217901,-0.5088038,-0.51251376,0.012986302,-0.5143687,-0.51251376,-1.3207501,2.453023,0.26369143,1.1167489,0.018838987,1.0878311,1.1586504,1.1232408,0.07081926,1.1143885,1.1232408,-0.14269361,0.029106379,1.2474834,-0.16035122,0.15696241,-0.75942326,0.55897844,-0.2501049,1.3184017,-0.2501049,0.043951757,0.5687955,0.6709688,0.050349705
S4,1,0,-0.0001356557,0.44636065,-1.1193769,0.87757957,0.088220194,1.9969565,-0.31734768,0.3780765,-0.58250064,-0.691025,0.19923785,-0.5139977,0.0019690872,-0.5217901,-0.51065874,-0.5143687,0.011131346,-0.5143687,-0.51251376,-1.3250924,3.274498,0.2641976,1.1078967,0.02363592,1.0524216,1.1586504,1.1232408,0.10622883,1.0878311,1.1232408,-0.5808264,0.0055553913,1.2279935,-0.1563249,0.114450455,-0.75942326,0.3595986,-0.152249,1.1190219,-0.2501049,-0.152249,0.87611663,2.6350684,0.03753638
S4,1,0,0.006049017,0.47121087,-1.2708875,1.1573725,0.1262958,2.4282598,-0.3459209,0.39068037,-0.5092101,-0.626009,0.22207625,-0.5137813,0.0022078324,-0.5236451,-0.5088038,-0.5134412,0.014841318,-0.5143687,-0.51251376,-1.8755293,5.6047783,0.26397616,1.1014048,0.023391522,1.0524216,1.1232408,1.0878311,0.07081926,1.0878311,1.1232408,-0.6064948,-0.6628275,1.2136399,-0.121390775,0.16988608,-1.2238206,1.3666024,-0.152249,2.590423,-0.152249,-0.04986768,0.27363878,20.229149,0.043596998
S4,1,0,0.0039960067,0.5483497,-2.718552,1.3723644,0.10253979,4.0909166,-0.33430684,0.38338858,-0.72404087,1.6309671,0.30070335,-0.51702803,0.006062483,-0.5273551,-0.4976724,-0.5143687,0.029682666,-0.5236451,-0.51251376,-0.30002594,-0.60042167,0.2673547,1.1049458,0.019917393,1.0524216,1.1232408,1.1232408,0.07081926,1.0878311,1.1232408,-0.49639744,-0.77478504,1.221302,-0.014196583,0.4979452,-5.7808614,4.008302,-0.04986768,9.789164,-0.152249,0.059446655,-0.1423492,33.194405,0.24815097
S4,1,0,-0.010915081,0.49711105,-2.718552,1.3723644,0.048230916,4.0909166,-0.30527171,0.3009025,-0.77774423,2.967402,0.24723853,-0.5261651,0.0075618415,-0.54034287,-0.4976724,-0.5273551,0.04267046,-0.53292143,-0.5236451,0.90960157,0.791486,0.2769069,1.1108475,0.022231134,1.0524216,1.1586504,1.1232408,0.10622883,1.0878311,1.1232408,-0.37682176,0.0984416,1.2344762,0.110752866,0.51654464,-5.7808614,4.008302,0.06935484,9.789164,-0.010050679,0.28373328,-0.62780744,28.793505,0.27908456
S4,1,0,-0.025932303,1.0097798,-4.255434,5.335395,0.03575901,9.590829,-0.33651745,0.3191154,0.09990322,7.59379,1.0203277,-0.5330914,0.0037792863,-0.54590786,-0.52550006,-0.53292143,0.020407796,-0.53477645,-0.5310665,-0.05901233,0.27918315,0.2842007,1.1161588,0.024870912,1.0524216,1.1586504,1.1232408,0.10622883,1.0878311,1.1232408,-0.27704945,0.026288986,1.2464292,0.17349462,1.0455999,-7.4240637,8.499358,0.1509297,15.923422,-0.019998172,0.37608173,1.2220519,19.107342,1.1233796
S4,1,0,-0.0023029048,1.3716408,-6.356785,5.335395,0.04479949,11.69218,-0.5187129,0.45231405,-0.25730017,3.318914,1.8814038,-0.5350703,0.0046194056,-0.54590786,-0.51993513,-0.53477645,0.025972724,-0.5366314,-0.5343127,0.91912854,2.127098,0.28632152,1.1326833,0.024073908,1.0878311,1.1586504,1.1232408,0.07081926,1.1232408,1.1586504,-0.38845345,-0.84097624,1.283551,0.16215877,1.4615413,-7.4240637,16.935297,0.10894582,24.35936,-0.2350203,0.40474433,2.0298898,23.688622,2.1623983
S4,1,0,0.03212021,1.0636123,-6.356785,4.415245,0.068951435,10.77203,-0.47977936,0.5028286,-0.71775454,6.195157,1.132303,-0.53499305,0.0045454395,-0.54405284,-0.51993513,-0.53477645,0.024117708,-0.5384864,-0.53292143,0.7978235,1.9257736,0.28623816,1.1545193,0.019493163,1.1232408,1.1940601,1.1586504,0.07081926,1.1586504,1.1586504,-0.053999655,0.13065767,1.333295,0.08337373,1.2993963,-6.093464,16.935297,0.0123133715,23.02876,-0.19233869,0.2297284,3.1119912,38.602234,1.6953819
S4,1,0,-0.0019146085,0.60983557,-2.3409636,1.9834218,0.06433222,4.3243856,-0.41293263,0.41394147,-0.3067651,0.45552063,0.37190303,-0.5293964,0.009844465,-0.54405284,-0.50323737,-0.5310665,0.040815473,-0.53477645,-0.5292115,1.5822822,1.351954,0.2803575,1.1739947,0.021796044,1.1232408,1.2294697,1.1586504,0.10622883,1.1586504,1.1940601,0.25471726,-0.20285082,1.3787384,0.017852841,0.8775832,-6.093464,9.740879,-0.04986768,15.834343,-0.18983032,0.17558593,2.7446783,35.861935,0.77047104
S4,1,0,-0.009480371,0.5280557,-1.6893891,1.9834218,0.07159099,3.672811,-0.39274,0.3793963,-0.22342661,0.27890062,0.2789327,-0.52041394,0.010106473,-0.5384864,-0.50323737,-0.5171512,0.035249054,-0.5310665,-0.51205003,-0.096460536,-1.3861128,0.27093276,1.1887487,0.022231128,1.1586504,1.2294697,1.1940601,0.07081926,1.1586504,1.1940601,0.1242403,-0.54519296,1.4136175,-0.019938715,0.46317142,-3.2825477,3.5347803,-0.04986768,6.817328,-0.12973017,0.06440198,0.942779,17.824749,0.21492532
S4,1,0,0.0069411756,0.4519079,-1.1543511,1.1945902,0.09316937,2.3489413,-0.32836783,0.3607214,-0.38108176,-0.64876795,0.20426892,-0.52110946,0.0065764035,-0.5384864,-0.50694734,-0.5236451,0.031539083,-0.52550006,-0.51622367,0.36125174,-0.7661102,0.2715983,1.1958306,0.018764874,1.1586504,1.2294697,1.1940601,0.07081926,1.1940601,1.1940601,0.052063093,0.51938605,1.4303627,-0.039514296,0.22018051,-1.6238676,1.8145393,-0.087264754,3.438407,-0.119731076,0.06440198,0.66090685,15.08511,0.050040834
S4,1,0,0.0015992323,0.44901252,-1.5310159,1.0804296,0.10874276,2.6114454,-0.32836783,0.3554423,-0.49241173,-0.41512752,0.2016148,-0.52482,0.0023942175,-0.53292143,-0.51993513,-0.52550006,0.012986302,-0.52550006,-0.5236451,-0.4957323,0.4974091,0.2754418,1.1958307,0.013599319,1.1586504,1.2294697,1.1940601,0.07081926,1.1940601,1.1940601,0.48982152,3.5374742,1.4301956,-0.028976608,0.13208161,-1.0059241,0.6266356,-0.087264754,1.6325598,-0.119731076,0.047052212,-0.1489068,4.6839495,0.018285194
S4,1,0,0.000962096,0.44972152,-1.5310159,1.0804296,0.12814349,2.6114454,-0.3426874,0.36926696,-0.57849115,-0.5153942,0.20225035,-0.5229804,0.0027806503,-0.53292143,-0.51622367,-0.5217901,0.016697764,-0.5236451,-0.5217901,-1.426492,2.9672303,0.2735163,1.1916995,0.01813244,1.1586504,1.2294697,1.1940601,0.07081926,1.1940601,1.1940601,-0.103729226,0.7222042,1.4204763,-0.012768672,0.11488694,-0.5873763,0.32047686,0.047052212,0.9078531,-0.119731076,0.047052212,-0.43752888,0.97067285,0.013362046
S4,1,0,-0.0037312964,0.4258484,-1.023825,0.58076143,0.11824516,1.6045865,-0.32262677,0.36576957,-0.65886337,-0.77861714,0.18136078,-0.52196014,0.0024774496,-0.53292143,-0.51622367,-0.5217901,0.016697764,-0.5217901,-0.51993513,-2.1419983,6.507682,0.2724486,1.1893389,0.022826325,1.1232408,1.2294697,1.1940601,0.10622883,1.1940601,1.1940601,-0.6149956,1.0584035,1.4150478,-0.019312201,0.13438234,-0.8343488,0.4886777,0.047052212,1.3230265,-0.119731076,0.047052212,-0.37366965,1.2586617,0.018431574
